sample_code_x,detection_items,department,order_date,order_num,report_date,conclusion,receive_date,sample_code_format,infer_receive_date,create_time,sample_date,random_num_x,event_flight,id,Unnamed: 0,date,code,gene_name,file_name,path,sample_code_y,random_num_y,data_num,sample_code
ZHCC-2018009,飞鸟残骸鉴定（常规）,郑州新郑国际机场场道管理部鸟击防范室,2018.07.3,SEQ2018082288147,2018.08.22,,2018.08.22,ZHCC-2018009,2018-08-22,2018.08.22,2018.08.22,88147,上海航空FM9447,104.0,,,,,,,,,,ZHCC-2018009
ZGSZ2018006,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082252755,2018.08.22,,2018.08.22,ZGSZ2018006,2018-08-22,2018.08.22,2018.08.22,52755,顺丰737-300/105,107.0,,,,,,,,,,ZGSZ2018006
ZGSZ2018007,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082286101,2018.08.22,,2018.08.22,ZGSZ2018007,2018-08-22,2018.08.22,2018.08.22,86101,顺丰737-300/105,108.0,,,,,,,,,,ZGSZ2018007
ZGSZ2018009,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082285875,2018.08.22,,2018.08.22,ZGSZ2018009,2018-08-22,2018.08.22,2018.08.22,85875,南方航空A330-300/109,109.0,,,,,,,,,,ZGSZ2018009
ZGSZ2018010,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082241808,2018.08.22,,2018.08.22,ZGSZ2018010,2018-08-22,2018.08.22,2018.08.22,41808,东方航空A321/111,110.0,,,,,,,,,,ZGSZ2018010
ZGSZ2018011,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082236363,2018.08.22,,2018.08.22,ZGSZ2018011,2018-08-22,2018.08.22,2018.08.22,36363,吉祥航空A320/117,111.0,,,,,,,,,,ZGSZ2018011
ZGSZ2018012,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082288955,2018.08.22,,2018.08.22,ZGSZ2018012,2018-08-22,2018.08.22,2018.08.22,88955,西部航空A320-232/118,112.0,,,,,,,,,,ZGSZ2018012
ZGSZ2018013,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082245284,2018.08.22,,2018.08.22,ZGSZ2018013,2018-08-22,2018.08.22,2018.08.22,45284,南方航空A320/119,113.0,,,,,,,,,,ZGSZ2018013
ZGSZ2018014,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082282434,2018.08.22,,2018.08.22,ZGSZ2018014,2018-08-22,2018.08.22,2018.08.22,82434,东海航空737-800/123,114.0,,,,,,,,,,ZGSZ2018014
ZGSZ2018015,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082262448,2018.08.22,,2018.08.22,ZGSZ2018015,2018-08-22,2018.08.22,2018.08.22,62448,南方航空A330-300/124,115.0,,,,,,,,,,ZGSZ2018015
ZGSZ2018016,飞鸟残骸鉴定（常规）,深圳机场,2018.08.22,SEQ2018082268165,2018.08.22,,2018.08.22,ZGSZ2018016,2018-08-22,2018.08.22,2018.08.22,68165,东海航空737-800/126,116.0,,,,,,,,,,ZGSZ2018016
ZUCK2017086,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082251586,2018.08.22,,2018.08.22,ZUCK2017086,2018-08-22,2018.08.22,2018.08.22,51586,CZ6404,117.0,,,,,,,,,,ZUCK2017086
ZUCK2017087,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082276750,2018.08.22,,2018.08.22,ZUCK2017087,2018-08-22,2018.08.22,2018.08.22,76750,CA1431,118.0,,,,,,,,,,ZUCK2017087
ZUCK2017088,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082246192,2018.08.22,,2018.08.22,ZUCK2017088,2018-08-22,2018.08.22,2018.08.22,46192,,119.0,,,,,,,,,,ZUCK2017088
ZUCK2018001,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082293059,2018.08.22,,2018.08.22,ZUCK2018001,2018-08-22,2018.08.22,2018.08.22,93059,Hu7992,120.0,,,,,,,,,,ZUCK2018001
ZUCK2018002,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082294360,2018.08.22,,2018.08.22,ZUCK2018002,2018-08-22,2018.08.22,2018.08.22,94360,CZ3480,121.0,,,,,,,,,,ZUCK2018002
ZUCK2018003,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082244126,2018.08.22,,2018.08.22,ZUCK2018003,2018-08-22,2018.08.22,2018.08.22,44126,PN6266,122.0,,,,,,,,,,ZUCK2018003
ZUCK2018004,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082256010,2018.08.22,,2018.08.22,ZUCK2018004,2018-08-22,2018.08.22,2018.08.22,56010,3u8922,123.0,,,,,,,,,,ZUCK2018004
ZUCK2018005,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082230660,2018.08.22,,2018.08.22,ZUCK2018005,2018-08-22,2018.08.22,2018.08.22,30660,hu7992,124.0,,,,,,,,,,ZUCK2018005
ZUCK2018006,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082291243,2018.08.22,,2018.08.22,ZUCK2018006,2018-08-22,2018.08.22,2018.08.22,91243,OQ2346,125.0,,,,,,,,,,ZUCK2018006
ZUCK2018007,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082217741,2018.08.22,,2018.08.22,ZUCK2018007,2018-08-22,2018.08.22,2018.08.22,17741,OQ2346,126.0,,,,,,,,,,ZUCK2018007
ZUCK2018008,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082269480,2018.08.22,,2018.08.22,ZUCK2018008,2018-08-22,2018.08.22,2018.08.22,69480,MF8419,127.0,,,,,,,,,,ZUCK2018008
ZUCK2018009,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082273169,2018.08.22,,2018.08.22,ZUCK2018009,2018-08-22,2018.08.22,2018.08.22,73169,036904,128.0,,,,,,,,,,ZUCK2018009
ZUCK2018010,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082267598,2018.08.22,,2018.08.22,ZUCK2018010,2018-08-22,2018.08.22,2018.08.22,67598,0Q2326,129.0,,,,,,,,,,ZUCK2018010
ZUCK2018011,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082282605,2018.08.22,,2018.08.22,ZUCK2018011,2018-08-22,2018.08.22,2018.08.22,82605,CZ3439,130.0,,,,,,,,,,ZUCK2018011
ZUCK2018012,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082263939,2018.08.22,,2018.08.22,ZUCK2018012,2018-08-22,2018.08.22,2018.08.22,63939,OQ2332,131.0,,,,,,,,,,ZUCK2018012
ZUCK2018013,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082232585,2018.08.22,,2018.08.22,ZUCK2018013,2018-08-22,2018.08.22,2018.08.22,32585,CZ6797,132.0,,,,,,,,,,ZUCK2018013
ZUCK2018014,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082251916,2018.08.22,,2018.08.22,ZUCK2018014,2018-08-22,2018.08.22,2018.08.22,51916,MF8483,133.0,,,,,,,,,,ZUCK2018014
ZUCK2018015,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082212736,2018.08.22,,2018.08.22,ZUCK2018015,2018-08-22,2018.08.22,2018.08.22,12736,CZ3425,134.0,,,,,,,,,,ZUCK2018015
ZUCK2018016,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082229584,2018.08.22,,2018.08.22,ZUCK2018016,2018-08-22,2018.08.22,2018.08.22,29584,OQ2304,135.0,,,,,,,,,,ZUCK2018016
ZUCK2018017,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082298369,2018.08.22,,2018.08.22,ZUCK2018017,2018-08-22,2018.08.22,2018.08.22,98369,KY8261,136.0,,,,,,,,,,ZUCK2018017
ZUCK2018019,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082221466,2018.08.22,,2018.08.22,ZUCK2018019,2018-08-22,2018.08.22,2018.08.22,21466,NS3221,137.0,,,,,,,,,,ZUCK2018019
ZUCK2018020,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082221010,2018.08.22,,2018.08.22,ZUCK2018020,2018-08-22,2018.08.22,2018.08.22,21010,CZ3480,138.0,,,,,,,,,,ZUCK2018020
ZUCK2018021,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082255908,2018.08.22,,2018.08.22,ZUCK2018021,2018-08-22,2018.08.22,2018.08.22,55908,3U8821,139.0,,,,,,,,,,ZUCK2018021
ZUCK2018022,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082250610,2018.08.22,,2018.08.22,ZUCK2018022,2018-08-22,2018.08.22,2018.08.22,50610,0Q2336,140.0,,,,,,,,,,ZUCK2018022
ZUCK2018023,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082276651,2018.08.22,,2018.08.22,ZUCK2018023,2018-08-22,2018.08.22,2018.08.22,76651,ZU8960,141.0,,,,,,,,,,ZUCK2018023
ZUCK2018024,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082271255,2018.08.22,,2018.08.22,ZUCK2018024,2018-08-22,2018.08.22,2018.08.22,71255,MF8390,142.0,,,,,,,,,,ZUCK2018024
ZUCK2018025,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082297190,2018.08.22,,2018.08.22,ZUCK2018025,2018-08-22,2018.08.22,2018.08.22,97190,9C8993,143.0,,,,,,,,,,ZUCK2018025
ZUCK2018026,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082224319,2018.08.22,,2018.08.22,ZUCK2018026,2018-08-22,2018.08.22,2018.08.22,24319,Hu7357,144.0,,,,,,,,,,ZUCK2018026
ZUCK2018027,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082238738,2018.08.22,,2018.08.22,ZUCK2018027,2018-08-22,2018.08.22,2018.08.22,38738,9C8993,145.0,,,,,,,,,,ZUCK2018027
ZUCK2018028,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082262290,2018.08.22,,2018.08.22,ZUCK2018028,2018-08-22,2018.08.22,2018.08.22,62290,CZ6227,146.0,,,,,,,,,,ZUCK2018028
ZUCK2018029,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082273979,2018.08.22,,2018.08.22,ZUCK2018029,2018-08-22,2018.08.22,2018.08.22,73979,,147.0,,,,,,,,,,ZUCK2018029
ZUCK2018030,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082247624,2018.08.22,,2018.08.22,ZUCK2018030,2018-08-22,2018.08.22,2018.08.22,47624,ZH9423,148.0,,,,,,,,,,ZUCK2018030
ZUCK2018031,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082253650,2018.08.22,,2018.08.22,ZUCK2018031,2018-08-22,2018.08.22,2018.08.22,53650,CZ6308,149.0,,,,,,,,,,ZUCK2018031
ZUCK2018032,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082252260,2018.08.22,,2018.08.22,ZUCK2018032,2018-08-22,2018.08.22,2018.08.22,52260,TV9908,150.0,,,,,,,,,,ZUCK2018032
ZUCK2018033,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082238818,2018.08.22,,2018.08.22,ZUCK2018033,2018-08-22,2018.08.22,2018.08.22,38818,OQ2078,151.0,,,,,,,,,,ZUCK2018033
ZUCK2018034,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082276938,2018.08.22,,2018.08.22,ZUCK2018034,2018-08-22,2018.08.22,2018.08.22,76938,3U8968,152.0,,,,,,,,,,ZUCK2018034
ZUCK2018035,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082278582,2018.08.22,,2018.08.22,ZUCK2018035,2018-08-22,2018.08.22,2018.08.22,78582,CZ3439,153.0,,,,,,,,,,ZUCK2018035
ZUCK2018036,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082279198,2018.08.22,,2018.08.22,ZUCK2018036,2018-08-22,2018.08.22,2018.08.22,79198,SC8879,154.0,,,,,,,,,,ZUCK2018036
ZUCK2018037,飞鸟残骸鉴定（常规）,重庆机场集团公司飞行区管理部,2018.08.22,SEQ2018082248443,2018.08.22,,2018.08.22,ZUCK2018037,2018-08-22,2018.08.22,2018.08.22,48443,OQ2350,155.0,,,,,,,,,,ZUCK2018037
ZSHC/2018/34,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.9.11,SEQ2018082256579,2018.08.22,,2018.08.22,ZSHC-2018-34,2018-08-22,2018.08.22,2018.08.22,56579,CZ6666,156.0,,,,,,,,,,ZSHC-2018-34
ZSHC/2018/36,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.9.11,SEQ2018082271527,2018.08.22,,2018.08.22,ZSHC-2018-36,2018-08-22,2018.08.22,2018.08.22,71527,9c8920,157.0,,,,,,,,,,ZSHC-2018-36
ZSHC/2018/37,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.9.11,SEQ2018082215295,2018.08.22,,2018.08.22,ZSHC-2018-37,2018-08-22,2018.08.22,2018.08.22,15295,Mu2234,158.0,,,,,,,,,,ZSHC-2018-37
ZSHC/2018/38,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.9.11,SEQ2018082292693,2018.08.22,,2018.08.22,ZSHC-2018-38,2018-08-22,2018.08.22,2018.08.22,92693,CZ6630,159.0,,,,,,,,,,ZSHC-2018-38
ZSHC/2018/39,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.9.11,SEQ2018082234722,2018.08.22,,2018.08.22,ZSHC-2018-39,2018-08-22,2018.08.22,2018.08.22,34722,9C8624,160.0,,,,,,,,,,ZSHC-2018-39
ZSHC/2018/40,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.9.11,SEQ2018082230768,2018.08.22,,2018.08.22,ZSHC-2018-40,2018-08-22,2018.08.22,2018.08.22,30768,CZ3743,161.0,,,,,,,,,,ZSHC-2018-40
ZSHC/2018/41,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.9.11,SEQ2018082224179,2018.08.22,,2018.08.22,ZSHC-2018-41,2018-08-22,2018.08.22,2018.08.22,24179,HV7761,162.0,,,,,,,,,,ZSHC-2018-41
ZSHC/2018/43,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.9.11,SEQ2018082218370,2018.08.22,,2018.08.22,ZSHC-2018-43,2018-08-22,2018.08.22,2018.08.22,18370,3v8240,163.0,,,,,,,,,,ZSHC-2018-43
ZSHC/2018/42,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.10.09,SEQ2018082295587,2018.08.22,,2018.08.22,ZSHC-2018-42,2018-08-22,2018.08.22,2018.08.22,95587,Mu2379,164.0,,,,,,,,,,ZSHC-2018-42
ZSHC/2018/44,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.10.09,SEQ2018082258152,2018.08.22,,2018.08.22,ZSHC-2018-44,2018-08-22,2018.08.22,2018.08.22,58152,NX122,165.0,,,,,,,,,,ZSHC-2018-44
ZSHC/2018/45,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.10.09,SEQ2018082251990,2018.08.22,,2018.08.22,ZSHC-2018-45,2018-08-22,2018.08.22,2018.08.22,51990,Mu5656,166.0,,,,,,,,,,ZSHC-2018-45
ZSHC/2018/46,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.10.09,SEQ2018082219866,2018.08.22,,2018.08.22,ZSHC-2018-46,2018-08-22,2018.08.22,2018.08.22,19866,GS7854,167.0,,,,,,,,,,ZSHC-2018-46
ZSHC/2018/47,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.10.09,SEQ2018082217285,2018.08.22,,2018.08.22,ZSHC-2018-47,2018-08-22,2018.08.22,2018.08.22,17285,Hu7761,168.0,,,,,,,,,,ZSHC-2018-47
ZSHC/2018/48,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.10.09,SEQ2018082255574,2018.08.22,,2018.08.22,ZSHC-2018-48,2018-08-22,2018.08.22,2018.08.22,55574,CA1714,169.0,,,,,,,,,,ZSHC-2018-48
JYCS2018-03,飞鸟残骸鉴定（常规）,揭阳潮汕机场,2018.08.22,SEQ2018082257693,2018.08.22,,2018.08.22,JYCS2018-03,2018-08-22,2018.08.22,2018.08.22,57693,9C8572,170.0,,,,,,,,,,JYCS2018-03
ZGGG-2018-61,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101173643,2018.10.11,,2018.10.11,ZGGG-2018-61,2018-10-11,2018.10.11,2018.10.11,73643,HU7142,171.0,,,,,,,,,,ZGGG-2018-61
ZGGG-2018-64,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101142244,2018.10.11,,2018.10.11,ZGGG-2018-64,2018-10-11,2018.10.11,2018.10.11,42244,CZ3514,172.0,,,,,,,,,,ZGGG-2018-64
ZGGG-2018-65,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101170292,2018.10.11,,2018.10.11,ZGGG-2018-65,2018-10-11,2018.10.11,2018.10.11,70292,CA8231,173.0,,,,,,,,,,ZGGG-2018-65
ZGGG-2018-67,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101184084,2018.10.11,,2018.10.11,ZGGG-2018-67,2018-10-11,2018.10.11,2018.10.11,84084,TR100,174.0,,,,,,,,,,ZGGG-2018-67
ZGGG-2018-68,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101141234,2018.10.11,,2018.10.11,ZGGG-2018-68,2018-10-11,2018.10.11,2018.10.11,41234,CA4317,175.0,,,,,,,,,,ZGGG-2018-68
ZGGG-2018-69,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101197937,2018.10.11,,2018.10.11,ZGGG-2018-69,2018-10-11,2018.10.11,2018.10.11,97937,HU7262,176.0,,,,,,,,,,ZGGG-2018-69
ZGGG-2018-70,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101195450,2018.10.11,,2018.10.11,ZGGG-2018-70,2018-10-11,2018.10.11,2018.10.11,95450,HU7142,177.0,,,,,,,,,,ZGGG-2018-70
ZGGG-2018-71,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101139611,2018.10.11,,2018.10.11,ZGGG-2018-71,2018-10-11,2018.10.11,2018.10.11,39611,CA4355,178.0,,,,,,,,,,ZGGG-2018-71
ZGGG-2018-72,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101179956,2018.10.11,,2018.10.11,ZGGG-2018-72,2018-10-11,2018.10.11,2018.10.11,79956,CA1329,179.0,,,,,,,,,,ZGGG-2018-72
ZGGG-2018-73,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101199436,2018.10.11,,2018.10.11,ZGGG-2018-73,2018-10-11,2018.10.11,2018.10.11,99436,Hu7775,180.0,,,,,,,,,,ZGGG-2018-73
ZGGG-2018-74,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101147557,2018.10.11,,2018.10.11,ZGGG-2018-74,2018-10-11,2018.10.11,2018.10.11,47557,9C8835,181.0,,,,,,,,,,ZGGG-2018-74
ZGGG-2018-76,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101185141,2018.10.11,,2018.10.11,ZGGG-2018-76,2018-10-11,2018.10.11,2018.10.11,85141,CZ3108,182.0,,,,,,,,,,ZGGG-2018-76
ZGGG-2018-77,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101139549,2018.10.11,,2018.10.11,ZGGG-2018-77,2018-10-11,2018.10.11,2018.10.11,39549,CA4303,183.0,,,,,,,,,,ZGGG-2018-77
ZGGG-2018-78,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101184665,2018.10.11,,2018.10.11,ZGGG-2018-78,2018-10-11,2018.10.11,2018.10.11,84665,O37190,184.0,,,,,,,,,,ZGGG-2018-78
ZGGG-2018-79,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101184365,2018.10.11,,2018.10.11,ZGGG-2018-79,2018-10-11,2018.10.11,2018.10.11,84365,CZ6467,185.0,,,,,,,,,,ZGGG-2018-79
ZGGG-2018-80,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101119495,2018.10.11,,2018.10.11,ZGGG-2018-80,2018-10-11,2018.10.11,2018.10.11,19495,ZH9444,186.0,,,,,,,,,,ZGGG-2018-80
ZGGG-2018-81,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101189088,2018.10.11,,2018.10.11,ZGGG-2018-81,2018-10-11,2018.10.11,2018.10.11,89088,CA4305,187.0,,,,,,,,,,ZGGG-2018-81
ZGGG-2018-82,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101189298,2018.10.11,,2018.10.11,ZGGG-2018-82,2018-10-11,2018.10.11,2018.10.11,89298,CA4317,188.0,,,,,,,,,,ZGGG-2018-82
ZGGG-2018-84,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101199996,2018.10.11,,2018.10.11,ZGGG-2018-84,2018-10-11,2018.10.11,2018.10.11,99996,CA4335,189.0,,,,,,,,,,ZGGG-2018-84
ZGGG-2018-85,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101136642,2018.10.11,,2018.10.11,ZGGG-2018-85,2018-10-11,2018.10.11,2018.10.11,36642,B-1726,190.0,,,,,,,,,,ZGGG-2018-85
ZGGG-2018-90,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101149425,2018.10.11,,2018.10.11,ZGGG-2018-90,2018-10-11,2018.10.11,2018.10.11,49425,CZ-656,191.0,,,,,,,,,,ZGGG-2018-90
ZGGG-2018-91,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101121965,2018.10.11,,2018.10.11,ZGGG-2018-91,2018-10-11,2018.10.11,2018.10.11,21965,CA4335,192.0,,,,,,,,,,ZGGG-2018-91
ZGGG-2018-92,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101137336,2018.10.11,,2018.10.11,ZGGG-2018-92,2018-10-11,2018.10.11,2018.10.11,37336,CZ3596,193.0,,,,,,,,,,ZGGG-2018-92
ZGGG-2018-108,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101126529,2018.10.11,,2018.10.11,ZGGG-2018-108,2018-10-11,2018.10.11,2018.10.11,26529,CA4548,194.0,,,,,,,,,,ZGGG-2018-108
ZGGG-2018-109,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101147646,2018.10.11,,2018.10.11,ZGGG-2018-109,2018-10-11,2018.10.11,2018.10.11,47646,MV5733,195.0,,,,,,,,,,ZGGG-2018-109
ZGGG-2018-110,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101117083,2018.10.11,,2018.10.11,ZGGG-2018-110,2018-10-11,2018.10.11,2018.10.11,17083,CZ360,196.0,,,,,,,,,,ZGGG-2018-110
ZGGG-2018-114,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101145605,2018.10.11,,2018.10.11,ZGGG-2018-114,2018-10-11,2018.10.11,2018.10.11,45605,CA1719,197.0,,,,,,,,,,ZGGG-2018-114
ZGGG-2018-119,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101134761,2018.10.11,,2018.10.11,ZGGG-2018-119,2018-10-11,2018.10.11,2018.10.11,34761,CZ3312,198.0,,,,,,,,,,ZGGG-2018-119
ZGGG-2018-124,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101189416,2018.10.11,,2018.10.11,ZGGG-2018-124,2018-10-11,2018.10.11,2018.10.11,89416,Mu2807,199.0,,,,,,,,,,ZGGG-2018-124
ZGGG-2018-125,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101181907,2018.10.11,,2018.10.11,ZGGG-2018-125,2018-10-11,2018.10.11,2018.10.11,81907,CZ3102,200.0,,,,,,,,,,ZGGG-2018-125
ZGGG-2018-126,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101131100,2018.10.11,,2018.10.11,ZGGG-2018-126,2018-10-11,2018.10.11,2018.10.11,31100,MV9729,201.0,,,,,,,,,,ZGGG-2018-126
ZGGG-2018-127,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.10.11,SEQ2018101160892,2018.10.11,,2018.10.11,ZGGG-2018-127,2018-10-11,2018.10.11,2018.10.11,60892,CA4355,202.0,,,,,,,,,,ZGGG-2018-127
nng-09-16,飞鸟残骸鉴定（常规）,南宁机场修缮动力部,2018.10.11,SEQ2018101131519,2018.10.11,,2018.10.11,nng-09-16,2018-10-11,2018.10.11,2018.10.11,31519,GX8862,213.0,,,,,,,,,,nng-09-16
nng-10-01,飞鸟残骸鉴定（常规）,南宁机场修缮动力部,2018.10.11,SEQ2018101141031,2018.10.11,,2018.10.11,nng-10-01,2018-10-11,2018.10.11,2018.10.11,41031,GX8872,214.0,,,,,,,,,,nng-10-01
nng-10-03,飞鸟残骸鉴定（常规）,南宁机场修缮动力部,2018.10.11,SEQ2018101124634,2018.10.11,,2018.10.11,nng-10-03,2018-10-11,2018.10.11,2018.10.11,24634,GX8996,215.0,,,,,,,,,,nng-10-03
nng-10-05,飞鸟残骸鉴定（常规）,南宁机场修缮动力部,2018.10.11,SEQ2018101187523,2018.10.11,,2018.10.11,nng-10-05,2018-10-11,2018.10.11,2018.10.11,87523,GX8854,216.0,,,,,,,,,,nng-10-05
nng-10-06,飞鸟残骸鉴定（常规）,南宁机场修缮动力部,2018.10.11,SEQ2018101118533,2018.10.11,,2018.10.11,nng-10-06,2018-10-11,2018.10.11,2018.10.11,18533,GX8926,217.0,,,,,,,,,,nng-10-06
nng-10-08,飞鸟残骸鉴定（常规）,南宁机场修缮动力部,2018.10.11,SEQ2018101127374,2018.10.11,,2018.10.11,nng-10-08,2018-10-11,2018.10.11,2018.10.11,27374,GX7854,218.0,,,,,,,,,,nng-10-08
